    p     	    q     	        p/q         	         y          	eigenvalue
    3     	    32    	         3/32        	      0.09375       	[0.4213149789 0.4213267885 0.4537035997 0.6251693226 0.625225283  0.6373683759 0.7725734119 0.7931619518 0.7949217616 0.9244431774 0.9312310596 0.9370612169 0.9998126135 1.0297315247 1.0515898033 1.0982599498 1.1132591003 1.1429099664 1.1787127282 1.218193228  1.2285028806 1.2557620883 1.2953060203 1.3293494684 1.3358987926 1.3528763518 1.3807612292 1.4106943141 1.4132676886 1.4234130503 1.4328871879 1.443311086 ]
    3     	    34    	         3/34        	0.08823529411764706 	[0.4152929271 0.4152979522 0.4479344871 0.6091560184 0.6091831597 0.6206580629 0.7533472848 0.7710074723 0.7721340293 0.9012036913 0.9049376391 0.9115984387 0.9780825859 1.0057281472 1.0212736343 1.0727953919 1.0862194575 1.113054841  1.1445529823 1.1825024725 1.1922678017 1.2212469779 1.2590378468 1.2933156211 1.3009318988 1.3210279983 1.3529282938 1.3739381172 1.384419035  1.4039923247 1.4177250369 1.4324280985 1.4332500064 1.4415302675]
    3     	    35    	         3/35        	0.08571428571428572 	[0.4125179708 0.4125212388 0.4452364998 0.6017350871 0.6017534594 0.6129114103 0.744216246  0.7606353268 0.7616721808 0.8889676832 0.8918331375 0.9013161185 0.9711168869 0.9939403267 0.9998298752 1.0669146187 1.0848679708 1.0933084077 1.1152398599 1.1643476925 1.1978706007 1.2017605674 1.2260267454 1.2698165043 1.3026016619 1.3063572588 1.3257589112 1.3577432422 1.3757664577 1.3880712005 1.4060607599 1.4189534741 1.4328918241 1.4336431552 1.4417956394]
    3     	    37    	         3/37        	0.08108108108108109 	[0.407382639  0.4073840438 0.4401740305 0.5879270761 0.58793592   0.598503123  0.727227621  0.7411684165 0.7417871216 0.8677371263 0.8693212505 0.8776748598 0.94953866   0.9718777925 0.9761536886 1.0463052643 1.0597734363 1.0665220193 1.0899408053 1.1349605771 1.1644561346 1.1711195202 1.1936379538 1.2371735478 1.269827669  1.2717831166 1.2931489448 1.3282308911 1.3550029395 1.3585202309 1.3720555558 1.3920477974 1.4188311707 1.4202978569 1.4282847417 1.4346145807 1.443671877 ]
    3     	    38    	         3/38        	0.07894736842105263 	[0.4050024046 0.4050033298 0.4377956997 0.5814957755 0.5815019852 0.5917901169 0.7192313223 0.7320268054 0.7324617793 0.8578389296 0.8588832847 0.8660518287 0.937530717  0.9612464922 0.9682774557 1.032055731  1.0413282562 1.0606115046 1.0884986836 1.1218182803 1.1299288969 1.1610270489 1.1932062223 1.2243185105 1.2337947111 1.2562882986 1.2903090222 1.319711373  1.3254603713 1.3418909982 1.3679923272 1.3841523034 1.3933287917 1.4126389769 1.422249295  1.4340912348 1.434652035  1.4425092007]
    3     	    40    	         3/40        	       0.075        	[0.4005737006 0.4005741001 0.4333146254 0.5694783998 0.5694813398 0.5792396099 0.704027403  0.7148198922 0.7150850955 0.8379084207 0.8384496101 0.8456442514 0.9184630592 0.9404177838 0.9449580763 1.0143880348 1.0214933761 1.0368537112 1.0663041942 1.0967921821 1.1031177993 1.1357029628 1.1641110913 1.1929719368 1.2034594404 1.2260237797 1.2596174658 1.288148697  1.2956643627 1.3131666307 1.3417534955 1.3655225854 1.3693496293 1.3798720711 1.3975508433 1.4222370545 1.4234301995 1.4305675828 1.4354675399 1.443997966 ]
    4     	    5     	         4/5         	        0.8         	[0.5861207013 0.8607998389 1.0750945386 1.237440653  1.4705442683]
    4     	    7     	         4/7         	 0.5714285714285714 	[0.5880525607 0.7219422498 0.840669166  1.0348867278 1.3024393661 1.3478705061 1.4861394236]
    4     	    9     	         4/9         	 0.4444444444444444 	[0.5526278917 0.6988075866 0.7269276928 0.8565168451 1.1715271735 1.2494264819 1.3484404735 1.3588967733 1.4508290816]
    4     	    11    	         4/11        	0.36363636363636365 	[0.5482678647 0.6408272526 0.6602126485 0.7642613159 1.066113927  1.136592519  1.2328031203 1.2778099595 1.3293571069 1.4046003295 1.4451539561]
    4     	    13    	         4/13        	 0.3076923076923077 	[0.5405760344 0.6079796499 0.6154805924 0.6889628983 0.9930757964 1.0550306023 1.1275634454 1.1981037353 1.2167034526 1.3212226694 1.3912879767 1.4076960501 1.4343170968]
    4     	    15    	         4/15        	0.26666666666666666 	[0.5320174224 0.5807426845 0.5818423891 0.6364492838 0.9502593789 0.9867037865 1.0308397001 1.1079900368 1.1494644234 1.2425883292 1.3178494134 1.3344277898 1.3788532082 1.4140950728 1.445877081 ]
    4     	    17    	         4/17        	0.23529411764705882 	[0.52329875   0.5551345003 0.5568150152 0.5984068811 0.9098673265 0.9360985583 0.9764141942 1.0155975471 1.0843681113 1.1848208228 1.246920586  1.253540225  1.3139859077 1.3622554313 1.4077835624 1.4181450581 1.4385475227]
    4     	    19    	         4/19        	0.21052631578947367 	[0.5139815398 0.5349954738 0.535262666  0.5692066535 0.8767327307 0.8939945803 0.9176269117 0.9553073035 1.042461681  1.117613649  1.1723450187 1.1968482137 1.2533308234 1.3011177474 1.3561572321 1.3717371238 1.3986918601 1.4235184294 1.4430703621]
    4     	    21    	         4/21        	0.19047619047619047 	[0.5045057531 0.5173516725 0.5174608405 0.546749628  0.8459515064 0.8570093159 0.8710874071 0.9025652819 1.0075331853 1.0726371673 1.1177441024 1.1299124654 1.1937593838 1.2478188859 1.301349147  1.3180531111 1.3471377984 1.384954411  1.4183059505 1.4254990705 1.438613916 ]
    4     	    23    	         4/23        	0.17391304347826086 	[0.4948388157 0.5021605233 0.5022609615 0.5292506979 0.8169854356 0.8239436675 0.8323384959 0.8584803204 0.9771142379 1.0341410423 1.0649937089 1.0815919747 1.1502468233 1.1916150849 1.2408139256 1.2715877737 1.2939257218 1.3389051272 1.3799036785 1.3918260836 1.4105872248 1.4275794312 1.4429092437]
    4     	    25    	         4/25        	        0.16        	[0.485078027  0.4890518397 0.4890609251 0.5154853733 0.7903416036 0.7941537294 0.7984579939 0.8214661906 0.950282715  0.9994313222 1.0204872793 1.038796042  1.1121002092 1.1485174009 1.1996946862 1.2164822694 1.2350939862 1.2946171442 1.3368154446 1.3492924723 1.3727660388 1.3997898623 1.4241366664 1.4287938393 1.439806939 ]
    4     	    27    	         4/27        	0.14814814814814814 	[0.4754981078 0.4775553576 0.4775674226 0.5044155596 0.7651673857 0.7671896083 0.7695909218 0.7895710854 0.9249611091 0.9697323579 0.9819987355 0.9993598864 1.0806875982 1.1115288494 1.156205405  1.1755826705 1.1891969015 1.2452221864 1.2860596519 1.3090588968 1.3316939812 1.363827221  1.3952833584 1.4036928871 1.4184143441 1.4304610446 1.4424774661]
    4     	    29    	         4/29        	0.13793103448275862 	[0.4663854484 0.4674357914 0.4674405611 0.4951937822 0.7418211821 0.7427927919 0.7440605319 0.7620292764 0.9010830304 0.9418842431 0.9489985367 0.9639949006 1.0542374116 1.0793726931 1.1169994984 1.1407107343 1.145709763  1.2052634982 1.2491816151 1.2585770324 1.2861830672 1.3249448303 1.361040407  1.3711609207 1.3889398922 1.4089853142 1.427973162  1.4312489668 1.4403511172]
    4     	    31    	         4/31        	0.12903225806451613 	[0.4579221582 0.4584576751 0.4584583831 0.4872329839 0.7202461369 0.7206767272 0.721318637  0.7378599305 0.878533799  0.9158710275 0.9198818975 0.9320131033 1.0310171129 1.0515366453 1.0820410205 1.1056506435 1.111418547  1.1690434826 1.2111898244 1.2175688445 1.2480433099 1.2841229728 1.316841775  1.3368365661 1.3561247079 1.3806218554 1.4055097287 1.411846338  1.4234247431 1.4322631949 1.4424262282]
    4     	    33    	         4/33        	0.12121212121212122 	[0.4501658965 0.4504392895 0.4504402241 0.4801699067 0.7003849787 0.7005759575 0.7009141877 0.7163569095 0.8573128051 0.8915643903 0.8936045653 0.9030233402 1.0104012138 1.0265621002 1.0494964995 1.0706885989 1.0864700618 1.1365284321 1.1765927856 1.1795236956 1.2116910623 1.2476472967 1.2852826693 1.2962527769 1.3147455354 1.3472519078 1.3781738878 1.3858238736 1.4001319708 1.4154849339 1.4305372767 1.4328241909 1.4409367794]
    4     	    35    	         4/35        	0.11428571428571428 	[0.4430972165 0.4432379663 0.4432381627 0.4737871917 0.6821850869 0.6822664533 0.6824326786 0.6970129985 0.8374449546 0.8685974464 0.8696815468 0.8767413889 0.991257634  1.0037047283 1.0205887949 1.0383662218 1.0646083221 1.1086953063 1.1443087639 1.1453295068 1.178884271  1.2134003366 1.2508544542 1.2611904672 1.2809294034 1.3131839513 1.3389836341 1.3560985985 1.3740020297 1.3926270165 1.4127392742 1.4174326222 1.4270439697 1.4336151072 1.4424324948]
    4     	    37    	         4/37        	0.10810810810810811 	[0.4366622425 0.4367350978 0.4367351774 0.4679507092 0.6654982484 0.6655350149 0.6656167699 0.679462336  0.818867761  0.847058389  0.847603993  0.8527863573 0.9730269479 0.9823005309 0.9941206074 1.0092795968 1.0453029256 1.0837574654 1.1127105158 1.1168304798 1.1500545786 1.181849125  1.2184013895 1.2278808207 1.2467738012 1.2811442983 1.3124536331 1.3215582955 1.3377116568 1.3630460452 1.3905944617 1.396475953  1.4082751374 1.4200893443 1.4323834285 1.4340464071 1.4414204581]
    4     	    39    	         4/39        	0.10256410256410256 	[0.430796656  0.4308345706 0.4308346276 0.4625721386 0.6501815795 0.6501999667 0.6502398853 0.6634371312 0.8014927267 0.8268647275 0.8271287549 0.8308718778 0.9553049488 0.961908832  0.9698162461 0.9828752479 1.0277912386 1.0616876048 1.0841592315 1.0905848881 1.1244489766 1.1537967581 1.1885234832 1.1969508751 1.2142115961 1.2498297078 1.281869278  1.2906809192 1.3089868659 1.3347054547 1.3552088147 1.3698680328 1.3874405398 1.4014340669 1.4179989373 1.4215959715 1.4296672979 1.4346324117 1.4425671323]
    5     	    6     	         5/6         	 0.8333333333333334 	[0.568670501  0.7793256152 1.0429912046 1.1039703297 1.2932945573 1.4877477922]
    5     	    7     	         5/7         	 0.7142857142857143 	[0.630117248  0.7520767239 0.8081698775 0.9794544645 1.2730744847 1.4009456821 1.4781615193]
    5     	    8     	         5/8         	       0.625        	[0.5759472446 0.726091385  0.8378954907 0.9201976847 1.0629413444 1.3346388095 1.4250944588 1.4851935824]
    5     	    9     	         5/9         	 0.5555555555555556 	[0.6004167171 0.6825796684 0.7462837892 0.8405589125 1.0576118211 1.2847356518 1.3163745438 1.3957566668 1.4896822294]
    5     	    11    	         5/11        	0.45454545454545453 	[0.5699123663 0.6461815984 0.7053057192 0.7576432352 0.907892619  1.1713822341 1.2071253632 1.3148483843 1.3733321427 1.4053006205 1.4470757171]
    5     	    12    	         5/12        	 0.4166666666666667 	[0.5521800554 0.6438927462 0.7022050499 0.7239616378 0.8199176707 1.1389102084 1.1949794561 1.2602708826 1.2877170662 1.3621972262 1.4082933611 1.4574746395]
    5     	    13    	         5/13        	0.38461538461538464 	[0.5561058619 0.6355727532 0.6464653123 0.6977924379 0.8065028794 1.0881371283 1.1240173991 1.2175115393 1.2915327201 1.3196776756 1.3432038509 1.4184458734 1.4530345685]
    5     	    14    	         5/14        	0.35714285714285715 	[0.5470383663 0.6236498539 0.6497187503 0.6680415707 0.7500214236 1.0602486277 1.1203711748 1.165529783  1.1924900987 1.2853489878 1.3225539454 1.4105608199 1.4164105479 1.4320160501]
    5     	    16    	         5/16        	       0.3125       	[0.5409051101 0.6016608328 0.6179150767 0.6287512287 0.6913915572 1.0004783939 1.0575103804 1.0896956092 1.1145292071 1.2036722747 1.2492456737 1.3402415718 1.3498190166 1.3790448087 1.4251280636 1.4460111946]
    5     	    17    	         5/17        	0.29411764705882354 	[0.5395113988 0.5914285848 0.5973955635 0.6130945432 0.6742874778 0.9792819054 0.999228865  1.0736422683 1.1157047184 1.1486164415 1.200012857  1.2887937374 1.3459451659 1.3564605693 1.3900228305 1.4205395024 1.4480335707]
    5     	    18    	         5/18        	 0.2777777777777778 	[0.5342675498 0.5812506191 0.5917320648 0.5981581473 0.6481516806 0.9665051132 0.9942064835 1.0220097159 1.0531826385 1.1267394956 1.1919804954 1.2689830236 1.2818284743 1.3163397321 1.377139517  1.413196563  1.4236887049 1.4386399813]
    5     	    19    	         5/19        	 0.2631578947368421 	[0.5319473697 0.5718823474 0.5766245603 0.5850620659 0.6334683326 0.9421617839 0.964011664  1.013248093  1.0359839346 1.0764434011 1.1538882317 1.2255997778 1.2839347987 1.2911413873 1.3290912701 1.3768487774 1.4192018444 1.4257946924 1.4376656677]
    5     	    21    	         5/21        	0.23809523809523808 	[0.524502017  0.5543310156 0.5575539053 0.5624407734 0.6020940941 0.9112367351 0.9288102242 0.9660086528 0.9910958798 1.0053967057 1.0966118093 1.1812730151 1.2242640972 1.2254630731 1.2709469898 1.3300756616 1.3769330395 1.3820376077 1.4010870534 1.4291673662 1.4446702841]
    5     	    22    	         5/22        	0.22727272727272727 	[0.520269006  0.5463548609 0.549940308  0.5525997821 0.588094016  0.9010269099 0.9207024118 0.935889071  0.9487089124 0.9925224698 1.089340054  1.1477364082 1.1691346073 1.2057970608 1.2688767277 1.3107462686 1.3280981579 1.3537118458 1.3929673994 1.4235413277 1.4281569695 1.4377854251]
    5     	    23    	         5/23        	0.21739130434782608 	[0.5169363819 0.5386820568 0.5406143582 0.5435481041 0.5772573769 0.8831035031 0.8979119335 0.9263774698 0.9404511163 0.9584322613 1.0609296289 1.1225359102 1.1618215365 1.184354135  1.2163558217 1.2822574336 1.3279446943 1.3331310207 1.3566481138 1.3975384497 1.4241703525 1.42871358   1.438284761 ]
    5     	    24    	         5/24        	0.20833333333333334 	[0.5128718425 0.5313699093 0.5335626588 0.5351943737 0.5663622932 0.8741766526 0.8882818936 0.8992839348 0.9088445631 0.945596787  1.0535613268 1.1073608211 1.1142809742 1.1507441546 1.21947384   1.2602903156 1.2777356119 1.3062402955 1.3509151235 1.3879545456 1.3965309948 1.4094375882 1.4301499857 1.4437795139]
    5     	    26    	         5/26        	0.19230769230769232 	[0.5053419127 0.5179222207 0.5192414358 0.5202554792 0.5485950072 0.8487731502 0.8593602479 0.8671446897 0.873886692  0.9042778378 1.0223306666 1.0702587865 1.0749463509 1.110846543  1.160080168  1.2115732695 1.2338959341 1.2631763593 1.307119333  1.3449349012 1.3572834496 1.3729670076 1.404568892  1.4283341423 1.4301050554 1.4387804678]
    5     	    27    	         5/27        	0.18518518518518517 	[0.5016403118 0.51172755   0.5125412295 0.5135443893 0.5410325392 0.8339400655 0.8426561061 0.8577451644 0.8631571088 0.8812862022 1.0022923717 1.0514584987 1.0792156557 1.0902678778 1.1157508833 1.1938826436 1.2218433881 1.2487738056 1.2656365121 1.3171730632 1.3528779412 1.3598573113 1.3782776005 1.406737426  1.4284064491 1.4311243282 1.4391535774]
    5     	    28    	         5/28        	0.17857142857142858 	[0.497672215  0.505845788  0.5066385618 0.5072674466 0.5339888064 0.8246860571 0.8327827873 0.8386030781 0.8428283525 0.8685594529 0.9945699361 1.0385063463 1.0410657844 1.0738223977 1.1155789615 1.1727801248 1.1895229301 1.2136850674 1.267611308  1.3005062944 1.3161643296 1.3337954152 1.371337899  1.4019182969 1.4056988049 1.4174265704 1.4318999223 1.4432370652]
    5     	    29    	         5/29        	 0.1724137931034483 	[0.4938583754 0.5002690185 0.5007965718 0.5013822033 0.5277141319 0.8116305113 0.8177893266 0.8285663006 0.8318886268 0.8500930231 0.9774911837 1.0225721331 1.0434186627 1.0552326693 1.0760753629 1.1599578434 1.1886951741 1.1935702281 1.220644462  1.277339359  1.3131815867 1.3194323207 1.3404011575 1.375564317  1.4039735281 1.4084334756 1.4186995284 1.432147362  1.4431815564]
    5     	    31    	         5/31        	0.16129032258064516 	[0.4860406228 0.489963945  0.4902887599 0.4906381739 0.5167185285 0.7905273464 0.7949011472 0.8020655033 0.804371462  0.8222476781 0.9552491445 0.9955202956 1.0128268985 1.0239995001 1.0402096722 1.1280651429 1.1517839588 1.159446156  1.1839743103 1.2319858718 1.2644305208 1.2857632732 1.3028764328 1.3418816154 1.3735378835 1.3781140038 1.3913548777 1.4137852532 1.4311823046 1.4322193533 1.4400303639]
    5     	    32    	         5/32        	      0.15625       	[0.4821333519 0.4851900988 0.4854820372 0.4857189937 0.5119135698 0.7814468671 0.7852961486 0.7881655603 0.7902615825 0.8103088453 0.9469605616 0.9853769168 0.9859504871 1.0093749002 1.0366419424 1.1084958913 1.1224238655 1.1474956101 1.1850962823 1.2125442679 1.2350402086 1.2529255432 1.299969693  1.3336329795 1.3392125767 1.357613394  1.385567509  1.4098771521 1.4130787013 1.4228901349 1.433171919  1.4427424082]
    5     	    33    	         5/33        	0.15151515151515152 	[0.4783233426 0.4806531677 0.4808578877 0.4810652467 0.5075056089 0.7705603917 0.7735575666 0.7784030559 0.7798355912 0.7971642461 0.9340356366 0.9723875259 0.98462688   0.9948334701 1.0083198464 1.1006040583 1.1193761208 1.1274144932 1.1507535846 1.1971788542 1.2343756979 1.235748097  1.2619557747 1.3072981266 1.3409895284 1.3450822698 1.3601363764 1.3887295036 1.4120259468 1.4144125813 1.4237083966 1.4334182741 1.4426628516]
    5     	    34    	         5/34        	0.14705882352941177 	[0.4745371506 0.4763345908 0.4765115261 0.4766568223 0.5034176637 0.7616624817 0.764253419  0.7663641201 0.7677012846 0.7860089897 0.9254673066 0.9619820065 0.9630987365 0.9814123277 1.0026175619 1.0828871571 1.095092357  1.1181223738 1.1526234158 1.1741632712 1.2002341228 1.2205372452 1.2585358595 1.289309024  1.3083703576 1.3259752442 1.3556516961 1.3831871045 1.3876514509 1.4002104187 1.4174713746 1.4323109702 1.4332952285 1.4403453406]
    5     	    36    	         5/36        	 0.1388888888888889 	[0.4672539076 0.4682999884 0.4684075456 0.4684964458 0.4960499149 0.7431273835 0.7448164561 0.746310152  0.7472058743 0.7642676778 0.9052757608 0.9402763529 0.9417328804 0.9554739212 0.9721283721 1.0606324683 1.0711025514 1.0917350369 1.1230738155 1.1387169748 1.1680990505 1.1898090272 1.2255319219 1.260045158  1.2660300237 1.2877585143 1.3245970905 1.3537919568 1.3591432791 1.3738942451 1.3958169749 1.4158982634 1.4182155402 1.4262965323 1.4342034986 1.4424854432]
    5     	    37    	         5/37        	0.13513513513513514 	[0.4637662517 0.464558466  0.4646372158 0.464711681  0.4926926788 0.7339602982 0.7353106386 0.7373524753 0.7380050493 0.7540823338 0.8948687072 0.9296974629 0.9364257207 0.9431608238 0.9527627067 1.0550774632 1.0664928266 1.0740107358 1.0942193024 1.1303985665 1.1662716986 1.1733648881 1.1957331985 1.237653203  1.2712216867 1.2722331022 1.2925766701 1.3294224956 1.3600278218 1.3630670744 1.3758193862 1.3980739633 1.4172160372 1.4193006061 1.4270115627 1.4343460975 1.4424691034]
    5     	    38    	         5/38        	0.13157894736842105 	[0.4603779475 0.4609852232 0.4610507014 0.461105031  0.4895133445 0.7257644392 0.7268460502 0.7278794643 0.7284903662 0.7446201546 0.8862844537 0.9199220556 0.921441367  0.9314877253 0.9444514318 1.0407285054 1.049736965  1.0683647588 1.0959722177 1.1062911228 1.1391004111 1.1619772494 1.1940407329 1.2272895787 1.2331376096 1.2586333042 1.2894546823 1.3143848148 1.3309415143 1.3475944871 1.3708370657 1.39410669   1.3974454804 1.4076024093 1.4214999145 1.4335164458 1.4342791437 1.4408451407]
    5     	    39    	         5/39        	 0.1282051282051282 	[0.4571094323 0.4575700952 0.4576185113 0.4576634686 0.4864904963 0.7172911577 0.7181790472 0.7194708761 0.7199342635 0.7354191632 0.8767682861 0.9100247331 0.9149505252 0.9201138658 0.9281499142 1.0356374939 1.0449414053 1.0511162082 1.0702433211 1.1001738734 1.1366637389 1.1470268382 1.166288091  1.2069464832 1.2389778011 1.241906103  1.2619293145 1.2979383102 1.3182649873 1.3384345712 1.3497929042 1.3742248472 1.396749351  1.3995117862 1.4089922819 1.422214093  1.4338081008 1.4345176009 1.4409466585]
    6     	    7     	         6/7         	 0.8571428571428571 	[0.5877922457 0.775506612  0.8884774356 1.0320717928 1.1290152461 1.394839535  1.5142971329]
